st_code,di_code,districts,state,mean_monthly_avg_rd_MD,mean_monthly_avg_rd_MN,prep_year,precip_sum_mm,precip_mean_mm,mean_tmax
27,469,aurangabad,maharashtra,1.495380376,1.323445969,2024,852.8726196,56.85817464,30.98588732
9,140,ayodhya,uttar pradesh,2.20296809,2.19392939,2024,274.3782959,54.87565918,30.67829725
9,123,azamgarh,uttar pradesh,1.994307639,1.953613076,2024,279.6087341,46.60145569,30.99756329
1,2,badgam,jammu & kashmir,1.522485322,1.467855567,2024,250.0730438,83.35768127,15.27257538
29,524,bagalkot,karnataka,1.126011723,1.075456747,2024,448.0095825,49.7788425,31.42558289
5,46,bageshwar,uttarakhand,0.573393564,0.583510446,2024,453.5787354,90.71574707,16.39306641
9,124,baghpat,uttar pradesh,2.534290331,2.535723667,2024,83.26100159,41.63050079,29.77666219
9,125,bahraich,uttar pradesh,1.176865636,1.150973858,2024,400.8643188,57.26633126,29.9534623
18,616,baksa,assam,0.660639,0.663306777,2024,535.6202393,133.9050598,28.54627482
23,392,balaghat,madhya pradesh,0.641715375,0.623503138,2024,999.4387207,76.87990159,30.57037354
21,346,balasore (baleshwar),odisha,1.360663711,1.26945544,2024,369.770752,73.95415039,30.52077709
29,528,ballari,karnataka,1.533550886,1.459029702,2024,526.965332,47.90593928,31.64398926
9,126,ballia,uttar pradesh,1.847413408,1.816785347,2024,206.616745,51.65418625,30.92623901
22,646,balod,chhattisgarh,0.881085299,0.857453825,2024,362.9216919,60.48694865,31.46426392
22,644,baloda bazar,chhattisgarh,1.257658541,1.214175303,2024,472.2037964,78.70063273,31.58161477
22,649,balrampur,chhattisgarh,0.646356034,0.659706137,2024,826.4208984,75.12917259,29.34249878
9,127,balrampur,uttar pradesh,1.084227862,1.071398477,2024,249.9651794,62.49129486,29.89908776
24,441,banas kantha,gujarat,0.935253429,0.920009534,2024,333.8913574,22.25942383,32.8817749
9,128,banda,uttar pradesh,0.957273913,0.94685726,2024,278.7073975,46.45123291,31.62605794
1,623,bandipura,jammu & kashmir,0.517951081,0.485147185,2024,319.3165894,53.21943156,7.439146154
10,190,banka,bihar,1.012209661,0.976238765,2024,214.6699371,53.66748428,30.01660989
19,305,bankura,west bengal,1.022209741,1.017214132,2024,771.2388916,70.11262651,30.93575247
8,88,banswara,rajasthan,0.971653936,0.937236425,2024,300.1520996,50.02534993,31.25602722
9,129,barabanki,uttar pradesh,1.828228928,1.747975297,2024,238.2701416,47.65402832,30.64633179
21,347,baragarh,odisha,0.821433372,0.794464068,2024,606.4210205,75.80262756,31.59117432
1,3,baramula,jammu & kashmir,0.890313254,0.859099667,2024,179.5426788,59.84755961,16.35761414
8,89,baran,rajasthan,0.983425853,0.985442725,2024,578.2761841,57.82761841,31.0987743
9,130,bareilly,uttar pradesh,2.092630347,2.055785739,2024,343.5848389,57.26413981,29.636043
8,90,barmer,rajasthan,0.749901644,0.74694085,2024,503.9182129,12.59795532,34.20628228
3,605,barnala,punjab,1.952003729,1.936107229,2024,50.38595581,25.19297791,30.20540365
18,280,barpeta,assam,0.749975748,0.733416231,2024,695.0616455,173.7654114,28.97715149
23,393,barwani,madhya pradesh,0.760836363,0.728393982,2024,468.4204712,58.5525589,31.2814726
22,374,bastar,chhattisgarh,0.803931246,0.82437344,2024,479.5206909,79.92011515,30.28329288
9,131,basti,uttar pradesh,1.516505119,1.51849719,2024,183.4347534,61.14491781,30.72019542
3,28,bathinda,punjab,2.582935778,2.603210083,2024,149.6335297,21.37621852,30.90082296
21,349,baudh (bauda),odisha,0.585318238,0.577136204,2024,273.4163818,68.35409546,31.25418599
10,191,begusarai,bihar,2.787499597,2.765039332,2024,94.06567383,47.03283691,30.43317261
29,527,belagavi,karnataka,1.086651949,1.012006929,2024,1020.877075,60.05159266,30.07952386
22,650,bemetara,chhattisgarh,1.165110893,1.136654153,2024,207.6141968,69.20473226,31.8577919
29,526,bengaluru rural,karnataka,5.197939569,5.074261352,2024,174.995163,58.33172099,29.05210368
