state_district_census11_code,state,district,perceived,imd_flood_count,assessed,gap,FlowAcc_sum,mean_monthly_avg_rd_MD,precip_sum_mm,mean_tmax,highersecondaryabove_district,vulnerability_district,Tone_Avg,flood_news_count,fear_share,ntl_mean,population
3049,Punjab,Amritsar,84.5562794019485,33.0,52.38095238095238,-32.17532702099612,5949016.203921566,3.530938817,61.17891312,29.81329854,0.8094795585173776,-0.8161955988788456,-2.8590291747142857,7.0,0.1471326335714285,3.449568678873725,1686561.0
3050,Punjab,Tarn Taran,71.6105950258446,5.0,7.936507936507937,-63.674087089336666,22524120.729411785,2.344822395,140.4369812,29.99495544,-0.4032229220469922,-0.8161955988788456,-4.395604396,1.0,0.285714286,2.290916901766916,722521.0
3051,Punjab,Rupnagar,70.2099190841522,25.0,39.682539682539684,-30.52737940161252,36975123.486274585,2.210111615,62.28781128,28.54642639,0.7087677864708087,-0.8161955988788456,,,,2.178212521523665,471248.0
3052,Punjab,Sahibzada Ajit Singh Nagar,80.2795499335849,6.0,9.523809523809524,-70.75574040977538,383960.7725490202,7.878133152,26.9352169,28.86945152,,,,,,7.7185700495873,684461.0
3053,Punjab,Sangrur,87.2445270215028,16.0,25.396825396825395,-61.84770162467741,5668472.992156863,1.99039606,174.5933075,30.0996352,-0.0707186700268864,-0.8161955988788456,,,,1.965066690665975,1129631.0
3054,Punjab,Barnala,73.9074336291568,11.0,17.46031746031746,-56.447116168839344,1013832.0941176466,1.952003729,50.38595581,30.20540365,-0.2559923303778509,-0.8161955988788456,,,,1.9361072292855117,408480.0
4055,Chandigarh,Chandigarh,66.3297649697066,1.0,1.5873015873015872,-64.74246338240502,17717.439215686274,27.31540406,26.9352169,29.07269669,2.0,-0.8161955988788456,,,,26.65334286578056,730731.0
5056,Uttarakhand,Uttarkashi,65.9889785768512,28.0,44.44444444444444,-21.544534132406753,7959728.952941192,0.499171234,744.9000244,8.660006104,0.6037890252532362,-0.8161955988788456,-5.822898032,2.0,0.22677063,0.5041731432755983,197880.0
5057,Uttarakhand,Chamoli,71.8609169501504,27.0,42.857142857142854,-29.003774093007543,8362341.203921567,0.55119055,862.9196777,8.151404245,0.8313641685434094,-0.8161955988788456,-6.127059814166667,6.0,0.2121705668333333,0.55048212454748,245109.0
5058,Uttarakhand,Rudraprayag,66.6989196935957,34.0,53.96825396825397,-12.73066572534173,3830399.400000001,0.654529207,143.1577454,15.23140621,0.7739574313562603,-0.8161955988788456,-3.0450841935,2.0,0.1821138215,0.6662426800347495,149662.0
5059,Uttarakhand,Tehri Garhwal,72.0940926475943,27.0,42.857142857142854,-29.23694979045144,14280246.180392165,0.839381289,526.8910522,17.89646742,0.5130486828767207,-0.8161955988788456,-4.0712906785,2.0,0.5982142855,0.8702067505935622,374266.0
5060,Uttarakhand,Dehradun,68.5363467588339,28.0,44.44444444444444,-24.091902314389458,8361788.360784324,2.620528017,297.261261,23.78219839,2.0,-0.8161955988788456,-5.231136104714286,7.0,0.1927947777142857,2.613515984148727,1124615.0
5061,Uttarakhand,Garhwal,81.7060563548144,31.0,49.20634920634921,-32.499707148465184,13196920.800000008,0.722336319,473.9299927,24.47779168,,,,,,0.7625223734457585,439626.0
5062,Uttarakhand,Pithoragarh,64.9280728554263,32.0,50.79365079365079,-14.134422061775503,7101799.09411765,0.529439672,872.1541748,9.610316883,0.3342677742393387,-0.3146868804382179,-5.281285878,1.0,0.296296296,0.5210504197962247,306838.0
5063,Uttarakhand,Bageshwar,72.062706563567,31.0,49.20634920634921,-22.856357357217796,708266.3098039217,0.573393564,453.5787354,16.39306641,0.0177472566103939,-0.8161955988788456,,,,0.5835104457250653,162184.0
5064,Uttarakhand,Almora,68.0179698383724,2.0,3.1746031746031744,-64.84336666376922,2045661.278431372,0.669174292,500.2491455,22.49306077,0.4556088275552766,-0.8161955988788456,,,,0.7252845076908291,390458.0
